Speed (km/h),Acceleration (m/sｲ),Braking intensity (%),Cornering speed (km/h),Driver Behavior rating
114.16,5.82,31.65,25.10,10.00
52.50,3.05,58.89,14.07,1.00
55.16,6.00,75.10,21.50,4.00
44.61,4.18,68.19,26.67,2.00
75.35,7.03,86.75,33.08,5.00
94.18,4.63,73.83,28.89,3.00
63.52,5.96,58.27,37.63,5.00
73.61,5.94,80.13,29.93,2.00
57.34,2.64,90.02,31.00,2.00
65.63,1.40,66.61,31.95,1.00
69.91,6.40,94.97,23.33,5.00
101.45,6.60,58.78,41.61,10.00
70.17,3.62,87.49,30.31,5.00
68.95,7.10,58.85,27.39,4.00
89.41,6.76,60.52,33.94,8.00
72.22,3.78,61.49,32.67,2.00
80.26,5.21,66.35,19.47,7.00
100.02,4.83,35.84,40.86,9.00
67.83,1.90,46.84,22.74,4.00
101.16,6.29,71.55,38.44,10.00
104.52,6.96,58.28,23.40,9.00
68.23,4.77,104.25,22.09,2.00
74.63,3.37,47.19,19.79,6.00
86.05,0.35,90.66,33.01,1.00
89.54,8.60,86.71,28.98,7.00
62.18,2.48,55.79,20.87,3.00
71.68,6.23,61.83,20.76,9.00
64.38,8.09,76.42,38.84,7.00
97.20,4.13,53.92,23.70,3.00
66.79,2.16,69.10,23.66,1.00
48.44,5.95,61.25,21.67,2.00
99.51,7.67,87.87,38.74,10.00
84.87,3.10,63.91,25.12,1.00
67.94,3.95,76.41,21.67,5.00
96.71,5.05,54.51,36.13,4.00
77.01,6.03,67.30,19.06,5.00
74.32,2.36,90.75,33.44,2.00
53.60,3.81,73.74,16.42,2.00
70.67,6.09,71.98,24.15,7.00
70.39,5.44,53.30,29.59,7.00
99.93,6.32,70.12,30.82,8.00
38.63,2.76,53.19,22.22,1.00
82.71,7.39,58.22,37.58,8.00
70.51,0.43,81.46,25.72,1.00
76.61,5.06,80.18,22.12,5.00
84.54,7.43,61.30,22.99,8.00
130.19,7.40,60.84,21.86,8.00
63.85,7.68,78.45,28.48,9.00
101.36,6.38,79.09,20.80,4.00
85.20,7.94,71.73,20.83,6.00
98.89,6.08,61.29,29.68,5.00
59.00,7.06,73.33,29.55,8.00
80.41,3.90,52.99,31.65,1.00
107.97,4.43,52.62,32.79,7.00
64.29,4.38,61.23,29.19,6.00
70.77,2.68,81.63,28.02,3.00
62.36,1.70,103.51,17.76,1.00
85.39,7.98,69.25,35.64,8.00
68.92,4.34,90.43,15.57,2.00
58.81,9.14,62.07,24.21,9.00
78.35,6.42,55.41,29.96,6.00
89.28,7.04,53.47,30.88,7.00
66.56,3.49,63.95,35.70,5.00
82.63,3.11,91.29,24.93,1.00
107.78,9.04,56.87,42.05,10.00
70.31,9.58,71.24,34.50,9.00
74.98,3.01,89.82,33.08,2.00
68.38,3.11,61.85,26.24,4.00
84.53,5.14,50.35,31.85,8.00
109.78,7.01,49.49,38.65,10.00
77.55,1.94,93.97,28.99,2.00
65.07,4.85,43.45,21.49,6.00
87.01,2.45,83.69,30.11,2.00
80.68,3.79,79.00,25.96,5.00
95.93,6.09,71.14,28.14,3.00
72.52,4.46,94.41,28.50,4.00
102.44,6.38,38.03,35.55,9.00
71.87,3.55,83.59,26.49,3.00
69.32,5.48,75.74,30.17,7.00
72.28,5.47,76.43,30.20,3.00
105.94,7.06,42.22,25.01,9.00
81.19,8.09,66.68,30.87,6.00
110.85,8.82,75.17,19.00,6.00
80.21,7.63,52.25,22.73,5.00
57.00,5.82,82.97,34.39,5.00
111.51,8.50,75.78,33.66,9.00
84.99,8.25,83.30,38.49,6.00
99.90,7.36,55.43,20.17,6.00
91.49,8.02,44.86,25.67,10.00
107.00,4.69,68.68,33.09,4.00
82.65,3.76,66.67,26.31,4.00
66.76,7.37,85.89,13.18,4.00
85.44,3.11,60.32,27.71,1.00
80.80,5.53,75.55,19.91,4.00
115.38,7.26,46.67,35.67,10.00
77.57,5.52,57.75,31.02,5.00
83.02,10.11,48.79,37.64,10.00
97.12,4.35,93.58,34.20,1.00
88.96,4.61,45.67,28.48,8.00
56.33,6.22,76.05,23.48,8.00
96.17,5.31,94.11,16.24,1.00
73.38,5.04,56.66,35.91,8.00
130.68,5.39,61.79,36.13,8.00
85.20,7.09,71.99,33.33,10.00
70.93,7.15,73.49,30.76,7.00
58.04,4.41,73.82,28.53,1.00
75.59,3.21,83.28,20.76,4.00
65.78,6.42,58.52,31.16,8.00
116.10,6.89,45.74,34.64,9.00
99.14,4.71,78.19,33.69,1.00
102.46,5.83,79.14,41.36,10.00
77.41,5.72,72.61,32.47,3.00
93.45,4.06,88.69,22.95,4.00
47.84,2.51,88.52,28.92,5.00
71.67,6.79,57.09,31.10,7.00
54.63,5.75,69.76,27.95,2.00
77.40,4.80,93.84,28.34,3.00
89.67,4.87,49.17,31.47,3.00
110.86,6.50,82.11,30.56,6.00
88.46,4.47,81.98,25.18,3.00
60.56,4.30,60.73,22.71,3.00
86.62,6.27,75.68,20.25,4.00
80.49,4.63,68.92,28.41,5.00
80.08,6.14,72.21,24.14,7.00
73.02,2.06,92.16,24.39,2.00
68.72,4.73,96.63,25.72,2.00
101.14,3.66,45.93,24.92,8.00
125.76,6.28,84.54,36.13,9.00
105.26,7.47,73.72,28.84,8.00
101.34,6.61,73.95,36.30,8.00
79.99,5.98,46.46,34.94,10.00
87.32,4.50,81.36,19.27,5.00
69.58,2.99,81.19,41.76,7.00
79.38,5.44,62.67,25.07,6.00
93.15,3.37,63.60,36.30,4.00
75.58,6.34,84.61,31.24,3.00
74.91,1.65,61.78,26.79,1.00
85.49,2.78,94.84,34.97,4.00
81.11,6.19,45.28,33.42,10.00
115.12,8.90,53.97,34.10,10.00
78.94,7.17,34.74,22.03,10.00
84.28,6.16,88.75,17.37,5.00
106.10,4.73,96.68,20.53,3.00
94.89,4.22,84.10,22.52,10.00
98.79,4.83,72.21,28.05,6.00
73.10,7.77,77.23,36.26,9.00
84.03,3.57,77.58,32.40,2.00
67.08,7.02,54.97,20.17,6.00
65.63,3.49,60.93,31.20,5.00
66.15,0.88,102.07,33.84,2.00
59.56,2.14,88.06,17.89,3.00
48.93,3.68,83.61,15.72,2.00
67.74,5.30,72.13,27.18,4.00
110.43,6.32,78.02,28.43,9.00
82.39,3.82,81.26,29.19,4.00
78.94,7.86,59.75,30.20,8.00
78.91,3.47,86.21,26.90,4.00
95.07,4.74,97.91,29.84,2.00
93.76,5.29,54.27,29.03,4.00
99.42,6.13,37.13,22.35,10.00
88.82,8.80,69.13,35.27,8.00
116.56,7.17,84.22,24.29,7.00
86.42,8.53,61.34,32.41,10.00
73.79,7.40,53.17,31.64,9.00
75.21,1.56,49.18,21.43,2.00
98.85,4.49,82.75,21.26,3.00
68.03,4.07,64.31,26.86,2.00
117.75,4.36,56.47,18.30,8.00
57.83,5.17,84.65,23.05,4.00
80.94,9.31,44.33,36.00,8.00
130.12,8.46,54.81,26.66,10.00
86.89,4.48,48.67,16.32,2.00
72.45,8.95,88.86,20.74,7.00
125.14,5.14,83.21,30.71,8.00
70.44,8.28,61.33,26.13,8.00
87.53,4.85,58.89,35.40,9.00
75.35,2.54,64.61,25.16,4.00
101.61,4.31,74.78,27.26,3.00
80.31,3.48,78.91,26.10,2.00
119.67,4.96,37.70,24.87,7.00
107.16,3.14,72.78,26.01,5.00
53.83,3.76,72.20,16.34,3.00
111.30,4.00,53.48,33.67,8.00
90.78,3.29,92.81,33.23,6.00
102.53,5.64,88.34,14.80,4.00
50.78,6.15,67.35,20.77,4.00
107.38,6.84,90.21,26.98,6.00
92.34,6.47,73.65,29.38,4.00
96.69,4.74,58.52,33.78,6.00
84.71,7.81,70.47,17.36,5.00
121.04,9.55,39.03,31.13,10.00
115.34,4.97,53.28,26.00,3.00
104.03,1.62,91.97,17.95,1.00
56.56,6.24,75.85,22.90,3.00
114.66,5.40,90.50,28.97,7.00
121.08,7.64,56.02,38.96,8.00
62.13,5.76,76.25,23.24,3.00
100.72,8.71,64.94,25.15,7.00
65.76,5.03,90.62,26.76,5.00
106.37,4.94,69.26,22.16,4.00
109.16,6.98,43.34,41.45,8.00
86.16,3.49,69.76,24.39,6.00
128.52,7.01,70.45,36.39,8.00
63.54,3.68,69.10,30.14,1.00
77.65,7.06,81.94,38.33,6.00
83.07,5.95,84.50,32.23,5.00
83.99,6.77,72.09,32.19,10.00
48.41,5.14,100.90,24.39,2.00
92.41,7.21,66.98,27.60,7.00
106.85,0.80,71.81,15.54,1.00
73.98,6.37,60.12,25.39,8.00
77.60,1.65,50.54,20.23,1.00
86.47,5.16,54.18,21.79,5.00
61.81,5.93,64.52,17.82,4.00
91.11,5.86,76.54,19.96,5.00
92.61,5.89,52.91,29.64,9.00
73.02,3.25,49.36,22.49,6.00
96.74,4.66,62.68,35.23,10.00
95.48,4.01,70.53,16.95,4.00
84.59,3.55,86.53,23.16,5.00
108.13,6.02,67.96,19.20,6.00
77.93,7.01,71.99,35.67,10.00
88.80,6.95,52.86,25.47,3.00
57.11,6.78,86.03,21.66,4.00
106.83,8.42,81.74,28.23,9.00
92.73,3.76,101.25,20.09,2.00
57.74,5.30,49.12,25.94,5.00
78.60,7.77,87.12,28.32,9.00
55.22,1.50,74.02,33.79,1.00
91.23,6.77,62.94,22.45,10.00
61.23,6.88,69.07,22.67,2.00
55.30,2.46,89.72,26.73,2.00
101.35,6.37,58.72,26.52,4.00
122.34,7.79,60.45,37.58,10.00
90.62,3.15,73.16,25.86,6.00
110.17,6.80,78.87,28.60,4.00
124.39,6.89,42.91,24.58,9.00
45.68,4.03,95.31,19.59,1.00
71.75,5.78,53.85,25.84,7.00
107.66,7.92,59.78,35.17,10.00
83.46,7.59,83.01,26.43,7.00
110.84,6.85,47.13,19.94,6.00
65.89,4.88,76.38,37.79,5.00
97.12,9.22,71.33,30.98,8.00
106.61,5.87,46.65,31.52,7.00
75.81,9.48,74.46,26.08,10.00
63.30,3.63,97.80,22.66,4.00
64.05,4.15,61.73,33.87,4.00
51.03,0.86,75.23,26.50,1.00
85.52,5.75,81.42,29.49,7.00
112.61,9.15,47.91,31.01,10.00
49.36,6.43,75.06,20.62,5.00
81.48,3.31,94.62,35.56,4.00
67.73,4.75,65.60,31.82,3.00
113.28,7.64,45.46,27.26,8.00
98.97,0.24,91.99,16.85,1.00
113.61,5.62,83.94,18.33,3.00
82.91,5.77,55.01,24.34,6.00
100.12,0.23,83.61,28.09,1.00
111.79,8.95,83.88,36.82,10.00
79.89,5.27,70.37,21.94,3.00
98.19,6.25,53.86,22.88,4.00
104.27,1.80,74.27,30.29,3.00
113.72,3.11,81.08,31.36,4.00
104.21,3.53,87.36,36.61,7.00
79.51,9.77,50.79,32.02,10.00
112.89,3.44,48.09,30.35,3.00
93.90,5.27,81.80,28.18,9.00
100.78,7.31,61.96,36.66,9.00
69.44,0.96,98.00,19.10,1.00
84.35,4.63,67.11,38.07,7.00
92.35,7.47,78.25,22.28,7.00
58.23,4.47,67.17,21.97,2.00
51.52,6.83,49.30,38.16,5.00
50.60,2.06,96.52,19.36,4.00
70.34,7.87,61.02,36.69,4.00
85.11,8.25,65.88,27.59,9.00
84.97,7.68,51.34,25.73,8.00
121.74,6.42,60.08,23.41,8.00
56.28,1.43,84.64,24.94,2.00
103.35,4.68,71.68,19.69,1.00
76.72,5.69,59.55,27.55,6.00
84.60,6.25,91.33,31.48,5.00
110.14,5.13,50.68,32.48,3.00
67.85,4.25,77.39,28.32,3.00
89.59,1.27,70.26,25.64,1.00
113.13,7.58,74.82,24.49,6.00
68.32,7.84,87.81,36.63,9.00
89.83,7.82,70.37,37.26,8.00
63.25,5.67,68.84,26.14,3.00
91.34,9.61,40.61,39.38,8.00
121.14,5.69,58.59,34.84,7.00
80.48,5.48,63.46,17.22,1.00
65.58,3.02,59.07,26.38,6.00
99.85,7.59,45.94,29.33,6.00
89.29,5.13,59.77,33.25,6.00
100.30,6.45,68.73,28.74,8.00
67.64,6.20,61.01,25.96,7.00
111.03,6.01,69.83,39.01,10.00
83.23,1.90,77.69,24.42,4.00
92.34,8.57,68.16,29.41,9.00
88.46,3.22,105.62,25.40,1.00
83.54,3.65,85.43,30.66,4.00
85.29,3.91,70.72,21.36,4.00
79.45,7.11,72.44,38.73,10.00
118.57,5.29,55.80,22.57,8.00
93.50,6.97,67.04,43.37,10.00
51.54,3.36,74.53,31.43,6.00
119.05,7.75,48.55,27.93,7.00
94.29,0.68,51.88,20.75,2.00
73.88,5.26,47.54,19.85,9.00
79.99,3.99,72.70,23.14,1.00
104.49,3.21,61.18,34.93,3.00
101.60,9.00,86.87,38.28,8.00
48.48,5.42,83.42,26.45,2.00
54.56,6.52,50.79,17.61,3.00
83.90,3.32,62.31,30.46,6.00
112.42,8.32,73.78,24.93,9.00
73.24,2.74,81.04,29.62,1.00
70.31,4.35,88.07,22.07,1.00
96.16,2.21,78.76,31.62,1.00
112.51,8.90,45.52,33.99,9.00
111.23,5.50,52.40,17.02,3.00
80.15,6.77,90.80,35.69,9.00
56.12,5.70,85.43,32.62,2.00
71.00,5.74,79.57,25.34,4.00
87.28,5.51,76.38,24.11,4.00
65.22,7.33,58.12,21.64,6.00
117.83,3.88,55.43,32.06,8.00
68.04,5.99,68.20,29.11,5.00
66.96,9.68,54.61,26.54,10.00
86.08,1.46,90.57,22.87,1.00
77.75,4.01,82.59,25.40,5.00
92.54,4.48,91.23,29.75,7.00
77.48,3.96,48.92,39.44,7.00
72.21,5.54,52.37,28.75,7.00
62.68,1.47,57.65,28.59,3.00
52.77,2.55,68.34,21.98,2.00
58.33,3.19,82.45,23.43,2.00
116.80,5.97,66.10,27.53,9.00
123.50,5.70,43.51,34.32,9.00
60.13,4.37,65.44,20.95,2.00
108.02,5.06,85.61,35.81,6.00
77.00,8.54,50.74,24.99,9.00
82.56,4.85,70.58,19.98,2.00
102.62,3.32,55.60,30.34,7.00
62.34,4.08,92.77,30.92,5.00
68.59,1.75,70.39,20.36,2.00
99.19,7.65,40.81,36.37,10.00
93.89,6.15,48.34,36.66,10.00
58.12,7.74,58.41,24.22,7.00
93.12,3.55,62.33,21.71,5.00
109.95,4.86,44.40,34.85,10.00
106.00,7.38,46.29,26.57,6.00
71.85,4.49,55.92,32.79,3.00
98.34,3.60,68.12,27.27,1.00
107.27,7.82,67.10,21.75,6.00
96.71,4.06,63.27,35.37,4.00
91.31,4.15,58.61,22.33,2.00
129.60,9.38,48.08,23.79,10.00
94.39,4.88,87.81,22.01,1.00
98.45,2.11,74.48,22.46,3.00
90.30,7.39,43.70,28.12,7.00
113.93,7.02,70.72,31.77,8.00
95.00,8.02,73.81,36.08,6.00
66.09,6.85,47.52,34.75,7.00
108.15,5.31,52.49,26.93,6.00
103.91,5.82,38.67,41.57,10.00
107.10,5.61,80.56,22.80,9.00
93.17,6.29,50.59,27.53,7.00
74.41,7.37,57.30,30.79,9.00
62.84,4.10,59.43,31.22,3.00
94.13,4.79,52.84,35.15,8.00
103.59,3.60,74.52,27.95,1.00
68.44,6.70,81.35,28.69,8.00
88.28,8.45,59.08,32.60,10.00
91.70,6.85,82.89,33.54,8.00
52.31,4.37,80.99,21.79,3.00
115.95,7.73,73.77,25.55,9.00
64.72,6.51,72.67,29.60,8.00
71.04,6.20,55.85,26.75,7.00
70.69,4.66,62.21,32.84,7.00
92.52,3.50,88.13,23.81,7.00
97.21,3.17,76.52,20.20,4.00
128.55,5.56,48.51,29.68,9.00
69.94,6.61,75.64,21.47,5.00
99.39,8.93,68.04,34.67,7.00
89.58,7.68,75.88,27.72,7.00
65.06,8.14,75.54,42.29,10.00
82.89,5.42,69.69,32.81,5.00
97.97,2.79,62.36,21.16,3.00
107.25,6.14,67.36,23.14,6.00
80.83,8.26,49.71,34.99,9.00
52.12,4.24,61.12,20.81,6.00
104.69,5.02,56.78,25.71,9.00
40.24,4.05,88.86,24.08,3.00
59.68,3.81,94.21,21.60,2.00
86.86,2.54,48.22,30.99,5.00
70.27,5.78,64.97,36.43,7.00
77.19,7.05,72.61,33.87,7.00
75.84,1.51,56.26,24.03,2.00
87.97,4.17,74.97,33.21,3.00
78.40,3.48,79.68,26.35,4.00
123.85,7.49,72.54,34.24,8.00
87.10,5.52,61.65,21.70,7.00
92.85,7.35,49.23,33.52,9.00
104.73,7.27,72.17,38.50,7.00
77.38,7.65,68.21,37.68,6.00
123.73,5.80,47.93,27.75,7.00
111.54,5.95,39.85,30.78,7.00
86.87,6.45,71.31,22.69,4.00
53.73,3.88,64.15,17.19,1.00
85.29,5.53,71.77,27.64,6.00
98.10,6.72,67.85,30.25,7.00
59.88,4.69,74.68,28.67,6.00
51.11,3.97,83.84,23.76,4.00
80.91,4.38,49.58,29.55,7.00
110.24,7.66,59.39,23.90,4.00
54.71,2.86,67.31,20.36,3.00
65.65,3.82,94.11,27.09,3.00
75.57,2.46,79.48,30.64,1.00
46.71,0.55,57.46,28.69,1.00
69.80,8.43,63.60,39.36,9.00
105.65,6.62,60.76,39.59,7.00
80.79,8.69,55.82,26.54,6.00
78.51,3.07,92.50,26.10,2.00
53.12,5.17,76.35,25.95,3.00
105.38,7.01,65.87,26.54,5.00
57.50,4.41,75.26,36.30,4.00
61.21,3.97,81.42,30.80,7.00
110.94,4.32,70.41,27.95,5.00
92.90,3.17,65.57,18.56,3.00
91.83,2.83,77.06,18.25,5.00
89.55,2.95,84.06,31.61,5.00
66.17,5.39,66.37,22.04,2.00
87.28,6.35,60.99,37.08,7.00
82.94,3.27,94.27,22.43,1.00
92.33,2.40,82.05,19.45,4.00
79.86,5.24,71.38,24.45,4.00
105.22,6.18,85.12,25.89,10.00
73.16,6.01,81.73,27.83,9.00
70.13,5.46,45.21,28.86,9.00
74.39,6.89,76.80,31.83,4.00
95.56,2.84,74.54,38.94,5.00
57.16,4.80,79.39,28.59,2.00
73.76,4.70,82.52,32.09,5.00
86.95,1.35,50.56,23.56,3.00
90.64,7.45,83.76,21.03,10.00
82.30,3.62,77.34,31.10,4.00
99.06,7.80,78.30,35.50,7.00
85.32,4.10,68.36,22.09,6.00
87.26,7.92,57.58,34.23,10.00
83.62,4.23,73.22,23.22,5.00
71.57,4.75,45.00,33.73,7.00
55.52,4.32,53.63,29.96,6.00
64.16,2.05,72.26,18.59,5.00
111.84,3.44,45.03,29.08,8.00
84.02,4.57,81.70,19.57,7.00
97.59,7.48,42.98,36.61,7.00
123.84,5.04,63.52,21.70,5.00
100.47,7.97,83.34,32.43,6.00
76.63,6.63,42.35,28.12,9.00
90.96,5.86,88.55,26.00,9.00
72.01,7.12,71.59,29.37,5.00
99.46,5.69,71.94,23.97,5.00
97.70,5.88,57.70,34.43,7.00
108.95,5.78,44.01,30.23,9.00
94.81,5.27,82.93,36.38,7.00
85.89,5.33,52.19,34.35,6.00
76.11,5.41,68.89,29.92,9.00
73.39,4.26,77.25,21.79,1.00
107.26,3.61,70.03,19.28,4.00
69.49,2.84,61.04,32.21,4.00
107.69,5.70,66.65,30.12,10.00
83.27,5.12,63.41,25.97,1.00
57.37,7.03,93.98,31.23,8.00
86.98,3.74,59.49,27.02,3.00
100.88,4.98,51.79,26.59,9.00
123.06,6.72,88.16,25.25,5.00
100.18,6.18,74.11,21.16,7.00
69.16,3.09,72.05,26.12,2.00
48.79,3.76,65.68,32.98,4.00
121.11,4.86,61.68,16.36,5.00
98.23,6.37,64.38,20.37,5.00
95.86,3.96,72.83,36.07,8.00
85.99,4.79,90.95,30.58,2.00
97.61,2.13,64.09,14.41,2.00
60.45,5.46,76.53,26.00,5.00
59.83,3.21,75.80,20.43,4.00
67.11,2.15,72.83,21.51,1.00
84.96,9.61,73.59,36.18,9.00
117.91,4.77,60.21,30.74,9.00
94.94,5.02,56.91,27.33,2.00
63.30,5.49,83.58,35.80,5.00
101.87,3.00,69.72,22.79,3.00
46.65,2.58,86.10,20.81,3.00
51.27,4.68,85.10,27.66,1.00
132.70,4.07,54.36,36.54,9.00
113.07,5.33,57.48,25.68,4.00
82.48,3.99,83.74,14.06,2.00
104.07,8.08,46.65,32.51,8.00
62.12,6.73,48.39,29.75,5.00
101.62,5.00,57.95,32.77,6.00
99.14,4.82,57.03,34.76,10.00
110.77,3.16,77.37,23.42,1.00
117.23,6.02,71.37,20.91,5.00
49.84,4.03,57.14,20.66,1.00
114.63,8.57,59.02,33.51,7.00
114.27,7.13,52.16,21.78,8.00
82.58,6.04,51.28,39.66,8.00
103.31,5.37,61.49,32.06,7.00
110.45,8.14,66.69,33.40,7.00
80.81,6.36,88.09,29.71,5.00
46.16,6.37,51.49,20.20,4.00
88.60,6.39,58.09,35.78,9.00
102.48,2.63,61.56,18.71,1.00
70.12,2.58,70.16,26.08,1.00
122.19,5.36,59.01,28.66,10.00
111.12,8.63,88.79,24.02,6.00
69.57,3.75,51.26,32.56,7.00
116.99,6.19,74.16,22.84,7.00
78.37,5.25,70.42,36.50,6.00
105.08,6.55,70.88,18.72,4.00
81.44,4.12,68.54,24.15,1.00
81.96,7.16,52.27,26.76,9.00
54.72,3.44,65.73,14.09,1.00
51.93,2.24,90.44,26.94,3.00
117.93,6.60,50.17,30.37,8.00
100.15,4.92,77.96,26.31,2.00
107.73,9.27,72.67,34.09,9.00
84.20,6.55,63.92,39.14,9.00
119.71,5.65,48.60,44.64,10.00
74.98,3.56,66.74,28.20,2.00
80.56,9.92,48.29,29.14,8.00
84.08,5.24,80.91,29.88,6.00
109.90,6.48,70.68,20.95,7.00
98.29,6.16,67.62,27.50,7.00
50.11,2.86,85.79,29.51,1.00
84.75,3.52,84.04,32.93,4.00
125.20,4.69,48.74,27.50,6.00
120.25,4.60,50.52,25.39,8.00
107.69,3.21,86.23,41.80,8.00
101.08,7.76,53.41,28.99,8.00
124.95,5.65,48.96,39.44,9.00
115.55,6.74,55.36,38.75,7.00
76.14,5.42,79.23,22.43,7.00
103.86,4.07,60.32,26.22,6.00
102.20,7.37,57.96,31.00,6.00
116.86,8.99,71.40,22.99,9.00
88.44,6.15,59.24,14.66,3.00
60.75,5.74,83.74,31.80,2.00
81.20,4.88,66.20,29.69,5.00
50.90,3.34,101.82,16.42,4.00
106.10,4.51,46.96,38.85,9.00
91.00,3.69,73.74,30.92,7.00
61.52,4.06,55.97,24.72,2.00
96.13,4.06,62.76,26.05,6.00
68.50,6.55,58.23,29.24,7.00
57.68,3.35,63.74,28.43,1.00
109.05,5.91,61.21,29.94,8.00
69.96,4.29,88.60,32.72,6.00
81.84,5.23,70.71,34.87,4.00
60.72,5.44,67.37,18.13,3.00
107.20,3.14,71.49,26.35,6.00
95.23,5.65,37.98,23.45,8.00
49.17,2.60,86.05,21.23,2.00
80.53,1.92,77.54,21.26,2.00
114.85,5.32,56.33,34.54,8.00
88.47,4.43,55.24,30.24,6.00
78.06,6.86,66.94,34.75,9.00
71.17,6.39,80.35,29.21,5.00
74.48,3.93,91.45,20.81,6.00
70.62,3.44,58.93,26.58,8.00
69.62,5.17,62.07,21.78,2.00
75.98,5.89,89.95,14.85,2.00
120.75,9.61,51.92,44.30,10.00
79.27,6.48,83.43,24.85,3.00
98.86,7.43,82.27,34.96,7.00
87.95,1.83,85.96,27.16,5.00
83.53,7.14,44.63,24.12,10.00
112.96,7.87,42.67,19.50,7.00
73.88,0.12,80.47,29.14,2.00
49.23,4.01,91.24,15.64,1.00
55.14,3.53,75.37,29.62,5.00
44.32,5.29,89.00,25.66,3.00
71.53,4.35,91.10,37.07,8.00
91.67,7.41,68.98,30.96,8.00
69.37,2.28,53.90,37.77,4.00
98.78,0.12,66.19,27.23,1.00
93.86,4.34,94.52,16.68,1.00
84.78,6.22,81.59,26.86,8.00
106.31,5.45,71.81,25.68,6.00
64.88,3.59,87.56,24.74,2.00
105.92,6.76,58.29,32.53,7.00
66.63,8.01,53.06,37.40,7.00
59.01,8.17,71.16,36.56,6.00
83.89,6.02,70.99,31.10,7.00
58.99,3.60,56.79,35.22,2.00
60.15,3.23,57.92,31.05,4.00
79.02,4.87,68.93,15.05,2.00
62.93,5.29,57.26,26.42,5.00
92.01,8.32,84.76,24.28,9.00
85.93,7.38,58.67,39.03,10.00
59.70,4.94,93.57,23.70,4.00
73.81,5.02,69.17,18.10,2.00
89.18,6.92,40.65,23.78,10.00
84.12,2.90,58.91,28.23,3.00
90.93,6.10,61.03,29.20,5.00
98.96,6.41,64.69,24.12,8.00
59.40,3.73,39.64,27.86,7.00
108.45,8.47,61.09,34.66,9.00
113.94,8.69,54.07,36.75,10.00
71.51,4.47,64.72,31.33,7.00
117.20,5.40,84.70,33.52,8.00
63.84,7.22,89.12,17.74,4.00
54.23,1.64,90.98,28.53,2.00
101.72,4.79,62.27,22.04,3.00
79.39,6.46,42.72,40.04,10.00
84.68,1.93,89.21,14.50,2.00
76.94,6.08,62.40,27.62,9.00
89.41,7.69,61.07,31.08,6.00
58.02,4.79,80.84,29.29,1.00
73.05,7.05,69.30,35.71,9.00
84.83,7.79,59.82,21.54,9.00
111.94,4.37,67.90,36.02,9.00
112.62,5.87,77.03,30.00,9.00
54.56,3.78,85.38,32.69,1.00
114.07,3.98,88.33,28.35,6.00
109.51,3.63,52.16,23.22,5.00
73.07,5.71,81.31,27.06,7.00
60.41,3.69,57.22,23.57,1.00
83.15,6.63,74.42,41.09,10.00
59.95,2.59,75.56,30.07,4.00
72.34,2.40,102.42,20.46,2.00
69.24,4.29,62.11,33.74,8.00
92.12,4.82,59.85,32.22,5.00
112.00,2.35,74.96,31.93,4.00
101.31,3.45,86.53,25.68,4.00
70.28,0.36,69.28,17.32,1.00
69.52,9.22,59.70,27.88,10.00
78.50,3.26,66.34,27.75,1.00
63.92,4.07,82.64,25.66,1.00
79.04,4.43,54.83,28.95,6.00
89.71,7.29,79.00,22.20,8.00
74.29,2.54,64.65,20.67,1.00
80.09,7.14,71.38,31.39,5.00
59.35,1.36,70.20,34.41,4.00
114.15,6.67,70.14,31.90,7.00
67.78,3.35,62.10,26.20,7.00
84.60,6.40,65.02,35.66,7.00
88.02,4.22,83.22,25.30,7.00
59.88,2.94,71.35,26.70,2.00
77.18,4.53,83.13,34.43,9.00
91.36,6.01,59.78,13.75,2.00
62.48,5.12,85.57,17.67,3.00
93.37,5.47,65.30,41.61,8.00
87.56,7.22,44.15,23.87,5.00
107.08,8.74,62.08,37.33,9.00
82.86,6.47,81.04,21.96,8.00
77.71,7.63,44.16,30.81,8.00
136.62,8.96,56.64,34.86,10.00
106.61,6.33,54.23,28.87,8.00
100.92,5.88,74.89,25.06,7.00
65.92,4.50,63.25,22.79,3.00
98.58,4.01,69.61,35.25,8.00
105.91,4.38,91.39,22.80,3.00
105.83,2.60,79.60,26.48,2.00
75.74,4.94,62.57,26.76,8.00
120.67,5.63,85.97,37.06,10.00
98.23,5.68,68.80,19.02,3.00
62.48,1.48,75.50,26.04,3.00
52.15,0.50,86.71,15.71,1.00
102.98,2.51,60.54,25.67,4.00
80.93,4.63,52.54,37.84,10.00
55.63,2.97,88.47,30.08,3.00
65.89,5.67,68.37,31.01,5.00
92.97,7.80,85.42,26.85,5.00
85.85,7.02,65.96,33.92,8.00
94.95,4.99,61.17,19.93,5.00
61.70,4.06,64.67,16.45,4.00
95.21,4.38,83.64,19.86,2.00
86.73,4.98,86.43,32.36,4.00
68.60,5.01,73.32,20.62,1.00
74.60,8.67,65.89,28.99,7.00
82.34,5.19,59.10,34.65,9.00
67.31,1.86,76.92,18.76,2.00
107.86,1.46,57.33,14.28,3.00
92.00,7.51,77.04,20.41,6.00
75.77,2.93,62.17,17.38,6.00
62.86,6.92,64.70,24.44,6.00
80.57,3.35,44.31,36.41,8.00
109.69,3.94,51.32,25.50,5.00
74.72,1.67,74.94,32.25,3.00
120.98,5.29,68.25,37.34,9.00
121.45,8.04,51.09,40.57,9.00
110.50,5.84,42.46,38.58,9.00
73.90,2.11,63.03,15.37,3.00
